id,manufacturer,source,catalog_id,model,part_num,nsn,uom,expires,delivery,markup,fr_cost,sell_price
,Avon,OEM,2.0,Fm53 Mask System Rh Xs,FR-72553/7,,Ea.,,45 Days,,874.25,1151.82
,Avon,OEM,2.0,Fm53 Mask System Lh Lge,FR-72553/2,,Ea.,,45 Days,,874.25,1151.82
,Avon,OEM,2.0,Fm53 Mask System Lh Med,FR-72553/4,,Ea.,,45 Days,,874.25,1151.82
,Avon,OEM,2.0,Fm53 Mask System Lh Sml,FR-72553/6,,Ea.,,45 Days,,874.25,1151.82
,Avon,OEM,2.0,Fm53 Mask System Lh Xs,FR-72553/8,,Ea.,,45 Days,,874.25,1151.82
,Avon,OEM,2.0,Fm53 Mask System Twinport Lge,FR-72553/9,,Ea.,,45 Days,,906.75,1194.64
,Avon,OEM,2.0,Fm53 Mask System Twinport Med,FR-72553/10,,Ea.,,45 Days,,906.75,1194.64
,Avon,OEM,2.0,Fm53 Mask System Twinport Sml,FR-72553/11,,Ea.,,45 Days,,906.75,1194.64
,Avon,OEM,2.0,Fm53 Mask System Twinport Xs,FR-72553/12,,Ea.,,45 Days,,906.75,1194.64
,Avon,OEM,2.0,Fm50 Mask Assembly Lge,FR-71400/1,,Ea.,,45 Days,,266.5,351.11
,Avon,OEM,2.0,Fm50 Mask Assembly Med,FR-71400/2,,Ea.,,45 Days,,266.5,351.11
,Avon,OEM,2.0,Fm50 Mask Assembly Sml,FR-71400/3,,Ea.,,45 Days,,266.5,351.11
,Avon,OEM,2.0,Fm50 Mask System Lge,FR-71450/1,,Ea.,,45 Days,,373.75,492.42
,Avon,OEM,2.0,Fm50 Mask System Med,FR-71450/2,,Ea.,,45 Days,,373.75,492.42
,Avon,OEM,2.0,Fm50 Mask System Sml,FR-71450/3,,Ea.,,45 Days,,373.75,492.42
,Avon,OEM,2.0,C50 Mask Assembly Lge,FR-70501/187,,Ea.,,45 Days,,243.75,321.14
,Avon,OEM,2.0,C50 Mask Assembly Med,FR-70501/188,,Ea.,,45 Days,,243.75,321.14
,Avon,OEM,2.0,C50 Mask Assembly Sml,FR-70501/189,,Ea.,,45 Days,,243.75,321.14
,Avon,OEM,2.0,Fm12 Cbrn Rh Lge,FR-CE70046/20/1,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,Fm12 Cbrn Rh Med,FR-CE70046/20/2,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,Fm12 Cbrn Rh Sml,FR-CE70046/20/3,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,Fm12 Cbrn Lh Lge,FR-CE70502/163/1,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,Fm12 Cbrn Lh Med,FR-CE70502/163/2,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,Fm12 Cbrn Lh  Sml,FR-CE70502/163/3,,Ea.,,45 Days,,172.25,226.94
,Avon,OEM,2.0,C420 W/c50 Lge Twin Port,FR-70501/264,,Ea.,,45 Days,,698.75,920.6
,Avon,OEM,2.0,C420 W/c50 Med Twin Port,FR-70501/265,,Ea.,,45 Days,,698.75,920.6
,Avon,OEM,2.0,C420 W/c50 Sml Twin Port,FR-70501/266,,Ea.,,45 Days,,698.75,920.6
,Avon,OEM,2.0,C420 W/fm12 Rh Lge,FR-70501/246,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,C420 W/fm12 Rh Med,FR-70501/247,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,C420 W/fm12 Rh Sml,FR-70501/248,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,C420 W/fm12 Lh Lge,FR-70501/249,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,C420 W/fm12 Lh Med,FR-70501/250,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,C420 Wfm12 Lh Sml,FR-70501/251,,Ea.,,45 Days,,607.75,800.71
,Avon,OEM,2.0,St-papr,FR-STPAPR,,Ea.,,45 Days,,1462.5,1926.84
,Avon,OEM,2.0,"Nh15 Cbrn Hood (s,m,l)",FR-75027/100,,Ea.,,45 Days,,122.85,161.85
,Avon,OEM,2.0,Nh15 Cbrn Hood (xs),FR-75027/104,,Ea.,,45 Days,,122.85,161.85
,Honeywell,OEM,2.0,Base Unit Price,M5 PID,,Ea.,,10-14 Days,,248,302.25
,Honeywell,OEM,2.0,O2 Oxygen,X,,Ea.,,10-14 Days,,90,90.68
,Honeywell,OEM,2.0,Lel Combustible,W,,Ea.,,10-14 Days,,116.25,117.12
,Honeywell,OEM,2.0,Pid - Photo Ionization Detector,Q,,Ea.,,10-14 Days,,446.25,449.6
,Honeywell,OEM,2.0,Cosh - Twin Tox Co/h2s,Y,,Ea.,,10-14 Days,,187.5,188.91
,Honeywell,OEM,2.0,H2s Hydrogen Sulfide,H,,Ea.,,10-14 Days,,142.5,143.57
,Honeywell,OEM,2.0,Co Carbon Monoxide,M,,Ea.,,10-14 Days,,150,151.13
,Honeywell,OEM,2.0,So2 Sulfur Dioxide,S,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,Cl2 Chlorine,C,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,Clo2 Chlorine Dioxide,V,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,Nh3 Ammonia,A,,Ea.,,10-14 Days,,296.25,298.47
,Honeywell,OEM,2.0,Ph3 Phosphine,P,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,Hcn Hydrogen Cyanide,Z,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,No2 Nitrogen Dioxide,D,,Ea.,,10-14 Days,,221.25,222.91
,Honeywell,OEM,2.0,O3 Ozone,G,,Ea.,,10-14 Days,,363.75,366.48
,Honeywell,OEM,2.0,Rechargeable Nimh Battery Pack And Cradle Charger,R,,Ea.,,10-14 Days,,112.5,113.34
,Honeywell,OEM,2.0,Rechargeable Nimh Battery Pack And Cradle Charger And Vehicle Adapter,V,,Ea.,,10-14 Days,,165,166.24
,Honeywell,OEM,2.0,Motorized Sampling Pump,P,,Ea.,,10-14 Days,,93.75,94.45
,Honeywell,OEM,2.0,Datalogging Monitor Includes Software,D,,Ea.,,10-14 Days,,75,75.56
,Honeywell,OEM,2.0,Stealth Ir Led With Black Housing,S,,Ea.,,10-14 Days,,56.25,56.67
,Honeywell,OEM,2.0,Csk W/carrying Case - No Gas Or Regulator,1,,Ea.,,10-14 Days,,157.5,158.68
,Honeywell,OEM,2.0,"Csk W/carrying Case And 1.0 Lpm Regulator, No Gas",2,,Ea.,,10-14 Days,,202.5,204.02
,Honeywell,OEM,2.0,Csk W 1 Cyl 34 L 50% Lel Ch4/ 1 Cyl Iso,3,,Ea.,,10-14 Days,,300,302.25
,Honeywell,OEM,2.0,Csk W 1 34 L 4-mix (lel/o2/co/h2s),4,,Ea.,,10-14 Days,,375,377.81
,Honeywell,OEM,2.0,Csk W 1 34 L 4-mix (lel/o2/co/h2s) And 1 Cyl Iso,9,,Ea.,,10-14 Days,,416.25,419.37
,Honeywell,OEM,2.0,Csk W 1 Cyl 34 L 50% Lel Ch4/ 1 Cyl Iso And I Cyl Ph3,13,,Ea.,,10-14 Days,,693.75,698.95
,Honeywell,OEM,2.0,Carbon Monoxide (co)    35-200ppm                        Specify Range,GA24XT-M,,Ea.,,10-14 Days,,117.18,142.81
,Honeywell,OEM,2.0,Oxygen (o2) 19.5%-23.5%,GA24XT-X,,Ea.,,10-14 Days,,117.18,142.81
,Honeywell,OEM,2.0,"Gaspoint Transmitter With H2s Sensor Unit, Modbus Compatible",GP-HD,,Ea.,,10-14 Days,,1645,1243
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Co Sensor Unit, Modbus Compatible",GP-MD,,Ea.,,10-14 Days,,1645,1243
,Honeywell,OEM,2.0,"Gaspoint Transmitter With O2 Sensor Unit, Modbus Compatible",GP-XD,,Ea.,,10-14 Days,,1645,1243
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Lel Catalytic Sensor Unit, Modbus Compatible",GP-WD,,Ea.,,10-14 Days,,1645,1243
,Honeywell,OEM,2.0,"Gaspoint Transmitter With So2 Sensor Unit, Modbus Compatible",GP-SD,,Ea.,,10-14 Days,,1645,1243
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Cl2 Sensor Unit, Modbus Compatible",GP-CD,,Ea.,,10-14 Days,,1995,1507.47
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Hcn Sensor Unit, Modbus Compatible",GP-ZD,,Ea.,,10-14 Days,,1995,1507.47
,Honeywell,OEM,2.0,"Gaspoint Transmitter With No2 Sensor Unit, Modbus Compatible",GP-DD,,Ea.,,10-14 Days,,1995,1507.47
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Nh3 Sensor Unit, Modbus Compatible",GP-AD,,Ea.,,10-14 Days,,2195,1658.6
,Honeywell,OEM,2.0,"Gaspoint Transmitter With Lel Infared (ir) Sensor Unit, Modbus Compatible",GP-IR-WD,,Ea.,,10-14 Days,,2595,1960.85
,Honeywell,OEM,2.0,Independent 4 Channel Controller 110vac/24voc,CR-4000,,Ea.,,10-14 Days,,1295,978.53
,Honeywell,OEM,2.0,Cr-4000 With Alarm Relays (low/high/fault) And Battey Back-up,CR-4000 CR4-BAT 1,,Ea.,,10-14 Days,,1495,1129.66
,Honeywell,OEM,2.0,Cr-4000 With Channel 1 And Alarm Relays (low/high),CR-4000 CR4-R1000,,Ea.,,10-14 Days,,1295,978.53
,Honeywell,OEM,2.0,Cr-4000 With Channel 1 And Alarm Relays (low/high) And Battery Back-up,CR-4000 CR4-R1000/BAT1,,Ea.,,10-14 Days,,1595,1205.22
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2 And Alarm Relays (low/high)",CR-4000 CR4-R1200,,Ea.,,10-14 Days,,1395,1054.1
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1,2 And Alarm Relays (low/high) And Battery Back-up",CR-4000 CR4-R1200/BAT1,,Ea.,,10-14 Days,,1695,1280.78
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2, 3 And Alarm Relays (low/high)",CR-4000 CR4-R1230,,Ea.,,10-14 Days,,1495,1129.66
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1,2, 3 And Alarm Relays (low/high) And Battery Back-up",CR-4000 CR4-R1230/BAT1,,Ea.,,10-14 Days,,1795,1356.35
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2, 3, 4 And Alarm Relays (low/high)",CR-4000 CR4-R1234,,Ea.,,10-14 Days,,1595,1205.22
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1,2, 3, 4 And Alarm Relays (low/high) And Battery Back-up",CR-4000 CR4-R1234/BAT1,,Ea.,,10-14 Days,,1895,1431.91
,Honeywell,OEM,2.0,"Battery Back-up: Two 12v, 3.2 Amp. Hr Batteries",CR-BAT1,,Ea.,,10-14 Days,,300,226.69
,Honeywell,OEM,2.0,Battery Connector/cable Harness Battery Back-up (cr4-bat1),CR4-BAT1-BH,,Ea.,,10-14 Days,,108,81.61
,Honeywell,OEM,2.0,"Cr-4000 Dual Audible/visual Alarm Bar, Stainless Steel",CR-ALH05,,Ea.,,10-14 Days,,810,612.06
,Honeywell,OEM,2.0,Cr-4000 Pcb,CR-4000-PCB,,Ea.,,10-14 Days,,850,642.28
,Honeywell,OEM,2.0,Cr-4000 With Channel 1 And Alarm Relays (low/high),CR4-1000-PCB,,Ea.,,10-14 Days,,925,698.95
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2 And Alarm Relays (low/high)",CR4-1200-PCB,,Ea.,,10-14 Days,,1075,812.3
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2, 3 And Alarm Relays (low/high)",CR4-1230-PCB,,Ea.,,10-14 Days,,1065,804.74
,Honeywell,OEM,2.0,"Cr-4000 With Channel 1, 2, 3, 4 And Alarm Relays (low/high)",CR4-1234-PCB,,Ea.,,10-14 Days,,1165,880.3
,Canberra,OEM,2.0,Mrad103 - Yellow Roentgen Unit,FR-MRAD103,,Ea.,,30 Days,,550.4,637.71
,Canberra,OEM,2.0,Mrad203 - Black Roentgen Unit,FR-MRAD203,,Ea.,,30 Days,,550.4,637.71
,Canberra,OEM,2.0,Mrad113 - Yellow Roentgen Unit Wit Vibrating Alarm,FR-MRAD113,,Ea.,,30 Days,,590.4,684.05
,Canberra,OEM,2.0,Mrad213 - Black Roentgen Unit Wit Vibrating Alarm,FR-MRAD213,,Ea.,,30 Days,,590.4,684.05
,Canberra,OEM,2.0,An/udr - High Sensitivity Military Pocket Radiac,FR-UN/ADR-14,,Ea.,,30 Days,,780.02,913
,Canberra,OEM,2.0,Minisentry Transportable Gamma Portal Monitor,FR-MSENTRY,,Ea.,,30-45 Days,,8110,7762.28
,Canberra,OEM,2.0,Minisentry Transportable Gamma Portal Monitor,FR-MSENTRY,,Ea.,,30-45 Days,,8883,10001.96
,Canberra,OEM,2.0,"An/pdr-77 â€“ Military Radiac For Alpha, Beta, Gamma And X-ray Radiation Detection.",FR-AN/PDR-77,,Ea.,,60 Days,,8109.94,9171.68
,Canberra,OEM,2.0,In1kl-1 - Inspector 1000 W/iprol-1,FR-IN1KL-1,,Ea.,,60 Days,,15752,17673.56
,Canberra,OEM,2.0,In1kn-1 - Inspector 1000 W/ipron-1,FR-INIKN-1,,Ea.,,60 Days,,7802.96,8754.83
,Canberra,OEM,2.0,In1kn-3 - Inspector 1000 W/irpon-3,FR-IN1KN-3,,Ea.,,60 Days,,11927.52,13382.54
,Canberra,OEM,2.0,In1ks-2 - Inspector 1000 W/ipros-2,FR-IN1KS-2,,Ea.,,60 Days,,9413.36,10561.68
,Canberra,OEM,2.0,In1kl-1n - Inspector 1000 W/iprol-1 And Neutron Probe,FR-IN1KL-1N,,Ea.,,60 Days,,18131.52,20343.36
,Canberra,OEM,2.0,In1kn-1n- Inspector 1000 W/ipron-1 And Neutron Probe,FR-IN1KN-1N,,Ea.,,60 Days,,10183.36,11425.61
,Canberra,OEM,2.0,In1ks-2n - Inspector 1000 W/ipros-2 And Neutron Probe,FR-IN1KS-2N,,Ea.,,60 Days,,11792.88,13231.48
,Canberra,OEM,2.0," Kita - Adm-300 ""a"" Alpha Kit",FR-KITA,,Ea.,,60 Days,,4320,4787.64
,Canberra,OEM,2.0,"Kitb - Adm-300 Kit ""b"" Basic Kit",FR-KITB,,Ea.,,60 Days,,2272.5,2518.5
,Canberra,OEM,2.0,"Kitc - Adm-300 Kit ""c"" Medical Kit",FR-KITC,,Ea.,,60 Days,,6228,6902.18
,Canberra,OEM,2.0,"Kite - Adm-300 Kit ""e"" Verification Kit",FR-KITE,,Ea.,,60 Days,,823.5,912.64
,Draeger Safety,OEM,2.0,"8103310 - Clan Lab Simultest Set For Detection Of Phosphine, Phosgene, Ammonia, Hydrchloric Acid, Iodine",FR-8103310,,Ea.,,30 Days,,65.8,77.66
,Draeger Safety,OEM,2.0,"8103410 - Fumigation Simultest Set For Detection Of Phosphine, Ammonia, Methyl Bromide, Hydrogen Cyanide, Formaldehyde",FR-8103410,,Ea.,,30 Days,,62.3,73.53
,Draeger Safety,OEM,2.0,4056747 - Aerotest Simultan Alpha (<175 Psi),FR-4056747,,Ea.,,30 Days,,1735.3,2012.89
,Draeger Safety,OEM,2.0,4055986 - Aerotest Simultan Hp (< 4500 Psi),FR-4055986,,Ea.,,30 Days,,2715.3,3087.39
,Draeger Safety,OEM,2.0,4056181 - Aerotest Multi-test (< 75 Psi),FR-4056181,,Ea.,,30 Days,,2652.3,3015.76
,Draeger Safety,OEM,2.0,6405300 - Cms Analyzer With Data Recorder,FR-6405300,,Ea.,,30 Days,,1351,1536.14
,Draeger Safety,OEM,2.0,8317700 - Cms Analyzer With Remote Sample Pump,FR-8317700,,Ea.,,30 Days,,1847.3,2100.45
,Draeger Safety,OEM,2.0,6405060 - Remote Sampling System,FR-6405060,,Ea.,,30 Days,,444.5,505.41
,Draeger Safety,OEM,2.0,6406330 - Acetic Acid -2.0-50.0 Ppm,FR-6406330,,Ea.,,30 Days,,64.4,73.23
,Draeger Safety,OEM,2.0,6406470 - Acetone - 40.0 - 600 Ppm,FR-6406470,,Ea.,,30 Days,,64.4,73.23
,Draeger Safety,OEM,2.0,6406550 - Ammonia 0.20-5.0 Ppm,FR-6406550,,Ea.,,30 Days,,64.4,73.23
,Draeger Safety,OEM,2.0,6406020 - Ammonia 10.0 - 150 Ppm,FR-6406020,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406190 - Carbon Diox. 200-3000 Ppm,FR-6406190,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,"6406070 - Carbon Diox. 1,000-25,000 Ppm",FR-6406070,,Ea.,,30 Days,,43.4,49.35
,Draeger Safety,OEM,2.0,6406080 - Carbon Monox. 5.0-150 Ppm,FR-6406080,,Ea.,,30 Days,,43.4,49.35
,Draeger Safety,OEM,2.0,6406010 - Chlorine .20-10.0 Ppm,FR-6406010,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406050 - Hydrogen Sulfide - 2.0-50 Ppm,FR-6406050,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406150 - Hydrogen Sulfide 20.0-500 Ppm,FR-6406150,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406090 - Hydrochloric Acid - 1.0-25.0 Ppm,FR6406090,,Ea.,,30 Days,,58.1,66.06
,Draeger Safety,OEM,2.0,6406380 - Methanol 20.0-500 Ppm,FR-6406380,,Ea.,,30 Days,,78.4,89.14
,Draeger Safety,OEM,2.0,"6406370 - Ethanol - 100 - 2,500 Ppm",FR-6406370,,Ea.,,30 Days,,64.4,73.23
,Draeger Safety,OEM,2.0,6406120 - Nitrogen Dioxide 0.50-25.0 Ppm,FR-6406120,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406060 - Nitrous Gases 0.5-15 Ppm,FR-6406060,,Ea.,,30 Days,,43.4,49.35
,Draeger Safety,OEM,2.0,6406240 - Nitrous Gases - 10.0 - 200 Ppm,FR-6406240,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406490 - Oxygen - 1.0 - 30.0 Vol%,FR-6406490,,Ea.,,30 Days,,78.4,89.14
,Draeger Safety,OEM,2.0,6406040 - Perchloroethylene - 5.0-150 Ppm,FR-6406040,,Ea.,,30 Days,,53.9,61.29
,Draeger Safety,OEM,2.0,6406200 - Petroleum Hydrocarbons-20.0-500 Ppm,FR-6406200,,Ea.,,30 Days,,67.9,77.2
,Draeger Safety,OEM,2.0,6406420 - Phosphine 20.0-500 Ppm,FR-6406420,,Ea.,,30 Days,,57.4,65.27
,Draeger Safety,OEM,2.0,"6406310 - Propane - 100 - 2,000 Ppm",FR-6406310,,Ea.,,30 Days,,64.4,73.23
,Draeger Safety,OEM,2.0,6406110 - Sulfur Dioxide - 0.40 - 10.0 Ppm,FR-6406110,,Ea.,,30 Days,,44.8,50.94
,Draeger Safety,OEM,2.0,6406180 - Sulfur Dioxide - 5.0 - 150 Ppm,FR-6406180,,Ea.,,30 Days,,53.9,61.29
,Draeger Safety,OEM,2.0,6406250 - Toluene 10.0 - 300 Ppm,FR-6406250,,Ea.,,30 Days,,57.4,65.27
,Draeger Safety,OEM,2.0,6406290 - Training Chip Simulations,FR-6406290,,Ea.,,30 Days,,17.5,19.9
,Draeger Safety,OEM,2.0,6406320 - Trichlorethylene - 5.0 - 100 Ppm,FR-6406320,,Ea.,,30 Days,,53.9,61.29
,Draeger Safety,OEM,2.0,6406230 - Vinyl Chloride 10.0 - 250 Ppm,FR-6406230,,Ea.,,30 Days,,57.4,65.27
,Draeger Safety,OEM,2.0,6406450 - Water Vapor 0.40 - 10.0 Mg/l,FR-6406450,,Ea.,,30 Days,,66.5,75.61
,Draeger Safety,OEM,2.0,6406260 - Xylene - 10.0 - 300 Ppm,FR-6406260,,Ea.,,30 Days,,53.9,61.29
,Draeger Safety,OEM,2.0,6406130 - Ammonia (2.0-50.0 Ppm),FR-6406130,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,6406570 - Ammonia (100-2.000 Ppm),FR-6406570,,Ea.,,10 Days,,49.7,60.8
,Draeger Safety,OEM,2.0,6406600 - Benzene (0.05-2.5 Ppm),FR-6406600,,Ea.,,10 Days,,128.1,156.72
,Draeger Safety,OEM,2.0,6406030 - Benzene (0.20-10.0 Ppm),FR-6406030,,Ea.,,10 Days,,128.1,156.72
,Draeger Safety,OEM,2.0,6406160 - Benzene (0.50-10.0 Ppm),FR-6406160,,Ea.,,10 Days,,128.1,156.72
,Draeger Safety,OEM,2.0,6406280 - Benzene (10.0-250 Ppm),FR-6406280,,Ea.,,10 Days,,128.1,156.72
,Draeger Safety,OEM,2.0,6406280 - Butadiene (1.0-25.0 Ppm),FR-6406280,,Ea.,,10 Days,,128.1,156.72
,Draeger Safety,OEM,2.0,6406210 - Carbon Dioxide (1.0-20.0 Vol%),FR-6406210,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,6406580 - Ethylene Oxide (0.40-5.0 Ppm),FR-6406580,,Ea.,,10 Days,,117.6,143.87
,Draeger Safety,OEM,2.0,6406540 - Formaldehyde (0.20-5.0 Ppm),FR-6406540,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,6406140 - Hydrochloric Acid (20.0-500 Ppm),FR-6406140,,Ea.,,10 Days,,58.1,71.08
,Draeger Safety,OEM,2.0,6406100 - Hydrogen Cyanide (2.0-50.0 Ppm),FR-6406100,,Ea.,,10 Days,,53.9,65.94
,Draeger Safety,OEM,2.0,6406440 - Hydrogen Peroxide (0.20-2.0 Ppm),FR-6406440,,Ea.,,10 Days,,67.9,83.07
,Draeger Safety,OEM,2.0,6406520 - Hydrogen  Sulfide (0.20-5.0 Ppm),FR-6406520,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,"6406220 - Hydrogen Sulfide (100-2,500 Ppm)",FR-6406220,,Ea.,,10 Days,,44.8,54.81
,Draeger Safety,OEM,2.0,"6406390 - Iso-propanol (40.0-1,000 Ppm)",FR-6406390,,Ea.,,10 Days,,78.4,95.91
,Draeger Safety,OEM,2.0,6406360 - Mercaptan (0.25-6.0 Ppm),FR-6406360,,Ea.,,10 Days,,78.4,95.91
,Draeger Safety,OEM,2.0,6406530 - Methyl-tert-butyl Ether (mtbe) (10.0-200 Ppm),FR-6406530,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,6406510 - Methylene Chloride (20.0-400 Ppm),FR-6406510,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,"6406430 - Ozone (25-1,000 Ppb)",FR-6406430,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,"6406270 - Petroleum Hydrocarbons (100-3,000 Ppm)",FR-6406270,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,6406340 - Phosgene (0.05-2.0 Ppm),FR-6406340,,Ea.,,10 Days,,78.4,95.91
,Draeger Safety,OEM,2.0,6406400 - Phosphine (0.10-2.5 Ppm),FR-6406400,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,6406410 - Phosphine (1.0-25.0 Ppm),FR-6406410,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,"6406500 - Phosphine (200-5,000 Ppm)",FR-6406500,,Ea.,,10 Days,,58.1,71.08
,Draeger Safety,OEM,2.0,6406560 - Styrene (2.0-40.0ppm),FR-6406560,,Ea.,,10 Days,,64.4,78.79
,Draeger Safety,OEM,2.0,6406170 - Vinyl Chloride (0.30-10.0ppm),FR-6406170,,Ea.,,10 Days,,57.4,70.22
,Draeger Safety,OEM,2.0,"3951320- Xplore 1750 N95 Mask, Bx Of 20",FR-3951320,,Ea.,,10-14 Days,,10.2,12.77
,Draeger Safety,OEM,2.0,"3951220 - Xplore 1350 N95 - S/m, Bx Of 20",FR-3951220,,Ea.,,10-14 Days,,9.4,11.92
,Draeger Safety,OEM,2.0,"3951230 - Xplore 1350 N95 - M/l, Bx Of 20",FR-3951230,,Ea.,,10-14 Days,,9.4,11.92
,Draeger Safety,OEM,2.0,"3951221 - Xplore 1350 N95 W/valve, S/m, Bx Of 10",FR-3951221,,Ea.,,10-14 Days,,10.1,12.77
,Draeger Safety,OEM,2.0,"3951231 - Xplore 1350 N95 W/valve, M/l, Bx Of 10",FR-3951231,,Ea.,,10-14 Days,,10.1,12.77
,Draeger Safety,OEM,2.0,"3951321 - X-plore 1750, N95 Mask, W/exhalation Valve, 15/bx",FR-3951321,,Ea.,,10-14 Days,,15.75,19.79
,Draeger Safety,OEM,2.0,"R55915 - Xplore 2100, Silicone, M/l Resp. W/5 P100 Filters",FR-R55915,,Ea.,,10-14 Days,,35,29.8
